gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,16,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,68.7096,native,0.0,101.58,6362.4
gfx950,256,32,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,12.6045,native,0.0,170.37,5417.79
gfx950,256,32,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.6885,auto,0.0,181.31,5721.28
gfx950,256,32,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2835,1,39.1477,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,178.28,5608.97
gfx950,256,32,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,47.6141,auto,0.0,180.41,5670.76
gfx950,256,32,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3195,1,73.9276,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k1_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,188.82,5926.18
gfx950,256,128,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3631,1,19.553,flydsl_gemm4_abf16_wbf16_bf16_t128x64x64_split_k1_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,439.32,3673.47
gfx950,256,128,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2284,1,36.0038,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,477.17,3873.5
gfx950,256,128,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2509,1,56.3114,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,495.77,3977.92
gfx950,256,128,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,68.4983,native,0.0,501.61,4010.71
gfx950,256,16,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,28,1,140.8506,flydsl_gemm2_abf16_wbf16_bf16_t16x128x256_split_k1_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0073,99.1,6203.68
gfx950,256,32,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,200,1,143.4907,flydsl_gemm2_abf16_wbf16_bf16_t32x128x256_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0074,194.56,6099.13
gfx950,256,1,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,28,1,280.2073,flydsl_gemm2_abf16_wbf16_bf16_t16x128x256_split_k1_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0079,6.23,6227.42
gfx950,256,16,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,28,1,283.1393,flydsl_gemm2_abf16_wbf16_bf16_t16x128x256_split_k1_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0075,98.6,6170.32
gfx950,256,32,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,200,1,285.451,flydsl_gemm2_abf16_wbf16_bf16_t32x128x256_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0075,195.6,6128.15
gfx950,256,128,7168,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,39.3508,native,0.0,382.01,3084.38
gfx950,256,256,7168,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2968,1,53.8169,flydsl_gemm3_abf16_wbf16_bf16_t64x128x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0063,558.65,2328.35
gfx950,256,16,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.3457,auto,0.0,61.77,3928.51
gfx950,256,1,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,2.7312,sol2,0.0,0.37,378.75
gfx950,256,16,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.4803,native,0.0,2.19,159.22
gfx950,256,32,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.3359,native,0.0,3.93,162.92
gfx950,256,64,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.4254,native,0.0,8.83,227.89
gfx950,256,128,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.5239,native,0.0,17.42,313.71
gfx950,256,256,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.5631,native,0.0,27.41,386.55
gfx950,256,512,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.3097,native,0.0,63.09,766.49
gfx950,256,1024,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,12.0142,native,0.0,87.28,975.06
gfx950,256,2048,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,14.7006,native,0.0,142.66,1524.1
gfx950,256,4096,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,20.4055,native,0.0,205.55,2145.81
gfx950,256,8192,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,29.2022,native,0.0,287.26,2963.77
gfx950,256,16384,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,43.5951,native,0.0,384.84,3947.07
gfx950,256,32768,100,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,72.7088,native,0.0,461.49,4719.13
gfx950,256,1,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,skinny,2,0,2.713,sol2,0.0,0.75,758.81
gfx950,256,16,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.6717,native,0.0,4.27,289.15
gfx950,256,32,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,8.1667,native,0.0,8.02,292.47
gfx950,256,64,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.4427,native,0.0,13.88,289.0
gfx950,256,128,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,7.6032,native,0.0,34.48,448.48
gfx950,256,256,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.9491,native,0.0,52.7,479.63
gfx950,256,512,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.4585,native,0.0,100.26,716.71
gfx950,256,1024,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,13.9789,native,0.0,150.02,925.92
gfx950,256,2048,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,20.4654,native,0.0,204.95,1164.83
gfx950,256,4096,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,29.8609,native,0.0,280.92,1528.07
gfx950,256,8192,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,39.6747,native,0.0,422.87,2248.56
gfx950,256,16384,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,62.2438,native,0.0,539.08,2833.6
gfx950,256,32768,200,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,91.2137,native,0.0,735.73,3844.81
gfx950,256,1,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,201,8,9.6042,opus_gemm_flatmm_splitk_256x32x32x64_2x1_16x16x32_0x0x0_wgpcu2,0.0,0.85,854.19
gfx950,256,16,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,9.4195,native,0.0,13.91,889.8
gfx950,256,32,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,10.5171,native,0.0,24.93,814.95
gfx950,256,64,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,1202,5,9.1013,opus_gemm_flatmm_splitk_256x32x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,57.61,983.35
gfx950,256,128,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,1206,5,10.647,opus_gemm_flatmm_splitk_256x64x32x128_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,98.49,911.76
gfx950,256,256,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,13.7491,native,0.0,152.53,816.27
gfx950,256,512,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,1207,5,18.7838,opus_gemm_flatmm_splitk_256x128x32x64_2x1_16x16x32_0x0x0_wgpcu2_nooob,0.0,223.29,758.85
gfx950,256,1024,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,24.6388,native,0.0,340.46,824.56
gfx950,256,2048,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,39.8524,native,0.0,420.98,814.01
gfx950,256,4096,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,58.6404,native,0.0,572.21,966.72
gfx950,256,8192,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,opus,5301,0,79.6365,opus_gemm_persistent_512x128x256x64_2x4_16x16x32_0x0x0_4g_safe,0.0,842.69,1320.82
gfx950,256,16384,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,121.8295,native,0.0,1101.68,1659.52
gfx950,256,32768,800,5120,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,240.7697,native,0.0,1114.91,1645.41
gfx950,256,1,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.6262,auto,0.0,1.6,1600.61
gfx950,256,2,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.6823,auto,0.0,3.13,1570.57
gfx950,256,4,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.6574,auto,0.0,6.31,1592.22
gfx950,256,8,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.7348,auto,0.0,12.27,1560.64
gfx950,256,16,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.339,auto,0.0,28.69,1856.25
gfx950,256,32,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,2.8022,auto,0.0,47.9,1602.03
gfx950,256,16,5120,640,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2204,2,3.7365,flydsl_gemm5_abf16_wbf16_bf16_t16x64x64_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0013,28.06,1803.27
gfx950,256,16,5120,1280,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3391,2,4.748,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0026,44.17,2803.71
gfx950,256,128,5120,640,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2989,1,6.7355,flydsl_gemm4_abf16_wbf16_bf16_t48x64x64_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,124.54,1191.92
gfx950,256,8,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3161,2,5.5281,flydsl_gemm5_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0036,36.42,4576.06
gfx950,256,16,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2449,2,5.6566,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0035,71.18,4495.27
gfx950,256,32,6144,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3230,2,6.6501,flydsl_gemm5_abf16_wbf16_bf16_t32x64x128_split_k2_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0034,121.1,3863.12
gfx950,256,1,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.6761,auto,0.0,5.75,5749.65
gfx950,256,2,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,11.8116,auto,0.0,11.36,5685.77
gfx950,256,4,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.0805,auto,0.0,19.06,4773.07
gfx950,256,8,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.1364,auto,0.0,44.24,5545.75
gfx950,256,16,8192,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2449,2,6.1248,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k2_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0034,87.66,5531.95
gfx950,256,16,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,12.0281,auto,0.0,89.27,5612.03
gfx950,256,32,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,4.8444,auto,0.0,110.82,3584.97
gfx950,256,32,8192,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2622,2,7.5403,flydsl_gemm4_abf16_wbf16_bf16_t32x64x128_split_k2_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0034,142.4,4536.93
gfx950,256,32,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,13.6596,auto,0.0,157.21,4970.52
gfx950,256,64,8192,2048,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,9.3291,auto,0.0,230.19,3737.25
gfx950,256,64,8192,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,15.4075,auto,0.0,278.76,4457.68
gfx950,256,128,8192,1024,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4158,1,6.9437,flydsl_gemm4_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,309.27,2755.95
gfx950,256,128,8192,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5960,1,11.8541,flydsl_gemm8_abf16_wbf16_bf16_t64x64x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,362.32,3051.76
gfx950,256,128,8192,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,4924,1,44.113,flydsl_gemm5_abf16_wbf16_bf16_t64x64x128_split_k1_block_m_warp2_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0062,389.45,3137.67
gfx950,256,256,8192,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2279,1,17.4392,flydsl_gemm3_abf16_wbf16_bf16_t128x64x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,492.56,2224.72
gfx950,256,256,8192,3584,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3259,1,26.9934,flydsl_gemm3_abf16_wbf16_bf16_t64x128x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0047,556.89,2398.72
gfx950,256,256,8192,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,3630,1,49.799,flydsl_gemm3_abf16_wbf16_bf16_t64x128x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.006,603.72,2516.21
gfx950,256,256,8192,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2968,1,56.8592,flydsl_gemm3_abf16_wbf16_bf16_t64x128x128_split_k1_block_m_warp2_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0063,604.3,2508.06
gfx950,256,32,10240,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,1683,1,35.5936,flydsl_gemm3_abf16_wbf16_bf16_t32x64x256_split_k1_block_m_warp2_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0062,150.83,4746.69
gfx950,256,128,10240,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,50.6937,native,0.0,423.62,3402.61
gfx950,256,16,12800,5120,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,2172,1,24.3816,flydsl_gemm3_abf16_wbf16_bf16_t16x64x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0053,86.01,5399.38
gfx950,256,16,14336,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,42.7037,native,0.0,88.0,5517.13
gfx950,256,32,14336,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,42.184,native,0.0,178.18,5602.19
gfx950,256,128,14336,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,61.8624,native,0.0,485.99,3890.06
gfx950,256,1,24576,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,109,1,35.9513,flydsl_gemm2_abf16_wbf16_bf16_t16x64x256_split_k1_block_m_warp1_block_n_warp1_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0052,5.6,5601.58
gfx950,256,2,24576,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,34.5422,native,0.0,11.66,5831.74
gfx950,256,4,24576,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,34.2335,native,0.0,23.52,5887.68
gfx950,256,8,24576,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,34.4178,native,0.0,46.8,5862.82
gfx950,256,16,24576,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,36.7567,auto,0.0,87.64,5502.24
gfx950,256,1,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,114.6989,auto,0.0,5.36,5359.33
gfx950,256,2,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,98.2912,auto,0.0,12.51,6255.1
gfx950,256,4,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,109.0072,auto,0.0,22.55,5642.25
gfx950,256,8,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,104.0424,auto,0.0,47.26,5915.81
gfx950,256,16,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,107.52,auto,0.0,91.46,5732.83
gfx950,256,32,50016,6144,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,114.0106,auto,0.0,172.5,5422.22
gfx950,256,1,57344,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,144.995,native,0.0,6.48,6480.6
gfx950,256,16,57344,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,145.3649,native,0.0,103.41,6477.64
gfx950,256,32,57344,8192,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,146.4102,native,0.0,205.35,6445.71
gfx950,256,1,151936,4096,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,202.027,native,0.0,6.16,6162.4
gfx950,256,2,151936,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,196.1943,auto,0.0,12.69,6347.2
gfx950,256,4,151936,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,189.4412,auto,0.0,26.28,6576.75
gfx950,256,8,151936,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,193.9002,auto,0.0,51.35,6431.95
